,Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),roundedV,dV,Charge_dQ,dQ/dV,G_Smoothed_dQ/dV
59,288,9522.280363379788,2011-01-03 13:16:39,1770.8704323456152,2,2,0.5498448610305786,3.9292149543762207,0.336814951544542,0.890642398586565,3.929,0.001943826675415039,0.004584105548786022,2.358289248092163,2.5514728153311874
60,289,9552.295544431408,2011-01-03 13:17:09,1800.8856133370862,2,2,0.5494849681854248,3.930835008621216,0.341398773833718,0.890642398586565,3.931,0.0016200542449951172,0.004583822289175976,2.8294251895187568,2.565824415538594
61,290,9582.310713092149,2011-01-03 13:17:39,1830.9007819878,2,2,0.5498448610305786,3.932940721511841,0.345982024789941,0.890642398586565,3.933,0.002105712890625,0.004583250956223028,2.176579236717626,2.5792818959618025
62,291,9612.325967601848,2011-01-03 13:18:09,1860.9160364975016,2,2,0.5498448610305786,3.934398651123047,0.350565397951985,0.890642398586565,3.934,0.0014579296112060547,0.004583373162043991,3.1437547648493473,2.5905234758052846
63,292,9642.34125522909,2011-01-03 13:18:39,1890.9313241247416,2,2,0.5498448610305786,3.936342716217041,0.355148695355874,0.890642398586565,3.936,0.0019440650939941406,0.0045832974038890195,2.357584330919957,2.5985690204806238
64,293,9672.35664943195,2011-01-03 13:19:09,1920.9467183526635,2,2,0.5498448610305786,3.938124656677246,0.359732150978403,0.890642398586565,3.938,0.0017819404602050781,0.004583455622528987,2.572171026411001,2.6033621816822583
65,294,9702.371810082725,2011-01-03 13:19:39,1950.9618789783767,2,2,0.5498448610305786,3.939744472503662,0.364316285071182,0.890642398586565,3.94,0.0016198158264160156,0.004584134092779024,2.830034142166534,2.6056726124697542
66,295,9732.387128210983,2011-01-03 13:20:09,1980.9771971517475,2,2,0.5500248074531555,3.941688299179077,0.368900346163343,0.890642398586565,3.942,0.001943826675415039,0.004584061092160974,2.358266377418759,2.606476702775823
67,296,9762.404706512287,2011-01-03 13:20:39,2010.9947754229772,2,2,0.5498448610305786,3.9434702396392822,0.373484799512241,0.890642398586565,3.943,0.0017819404602050781,0.00458445334889801,2.5727309364592346,2.6065914618937205
68,297,9792.417800793033,2011-01-03 13:21:09,2041.007869733798,2,2,0.5496649146080017,3.9450902938842773,0.378068539060568,0.890642398586565,3.945,0.0016200542449951172,0.0045837395483269705,2.829374116630759,2.6066382366458116
69,298,9822.43292993528,2011-01-03 13:21:39,2071.022998835945,2,2,0.5496649146080017,3.9468719959259033,0.382652538819889,0.890642398586565,3.947,0.0017817020416259766,0.004583999759321,2.57282062445057,2.607281957497539
70,299,9852.448223998561,2011-01-03 13:22:09,2101.0382928942136,2,2,0.5496649146080017,3.9486539363861084,0.38723663116993,0.890642398586565,3.949,0.0017819404602050781,0.004584092350041036,2.572528348962606,2.6093630964505037
71,300,9882.46350076373,2011-01-03 13:22:39,2131.0535696593815,2,2,0.5496649146080017,3.9504358768463135,0.391820710984686,0.890642398586565,3.95,0.0017819404602050781,0.004584079814756004,2.5725213143364147,2.613219002175641
72,301,9912.4788861847,2011-01-03 13:23:09,2161.0689550953916,2,2,0.5498448610305786,3.9523797035217285,0.396404769978276,0.890642398586565,3.952,0.001943826675415039,0.00458405899358999,2.3582652978106795,2.6180575410903715
73,302,9942.494051592334,2011-01-03 13:23:39,2191.084120503023,2,2,0.5498448610305786,3.9539997577667236,0.400988732818428,0.890642398586565,3.954,0.0016200542449951172,0.0045839628401520005,2.8295119464754817,2.6216869969925716
74,303,9972.509465343916,2011-01-03 13:24:09,2221.0995342746537,2,2,0.5498448610305786,3.9556195735931396,0.405572691411441,0.890642398586565,3.956,0.0016198158264160156,0.004583958593012971,2.8299257966600937,2.621392979424561
75,304,10002.526563794285,2011-01-03 13:24:39,2251.1166327400597,2,2,0.5496649146080017,3.9574015140533447,0.410156939845505,0.890642398586565,3.957,0.0017819404602050781,0.00458424843406402,2.572615941127703,2.6153165243929553
76,305,10032.539876770084,2011-01-03 13:25:09,2281.129945675761,2,2,0.5498448610305786,3.95918345451355,0.414740590943548,0.890642398586565,3.959,0.0017819404602050781,0.0045836510980429845,2.5722807245285098,2.6036235751629473
77,306,10062.555157851008,2011-01-03 13:25:39,2311.145226746661,2,2,0.5496649146080017,3.960803270339966,0.419324550268631,0.890642398586565,3.961,0.0016198158264160156,0.004583959325083042,2.82992624860658,2.588335930853579
78,307,10092.570561702916,2011-01-03 13:26:09,2341.1606306186186,2,2,0.5500248074531555,3.96290922164917,0.42390863937288,0.890642398586565,3.963,0.0021059513092041016,0.004584089104248956,2.1767308124428637,2.572263977947782
79,308,10122.585740814702,2011-01-03 13:26:39,2371.175809710355,2,2,0.5498448610305786,3.964691162109375,0.428492709237145,0.890642398586565,3.965,0.0017819404602050781,0.004584069864265017,2.5725157302603985,2.5575476099051198
80,309,10152.6009984121,2011-01-03 13:27:09,2401.191067312764,2,2,0.5496649146080017,3.966310977935791,0.433076824005568,0.890642398586565,3.966,0.0016198158264160156,0.00458411476842302,2.8300222121954293,2.5446700284406782
81,310,10182.616279312577,2011-01-03 13:27:39,2431.2063482082267,2,2,0.5498448610305786,3.968416929244995,0.437660896180204,0.890642398586565,3.968,0.0021059513092041016,0.004584072174635967,2.1767227735043964,2.5325437003105638
82,311,10212.63157296483,2011-01-03 13:28:09,2461.2216418855455,2,2,0.5498448610305786,3.9700369834899902,0.442244958908236,0.890642398586565,3.97,0.0016200542449951172,0.004584062728032023,2.8295736035961188,2.519192138271965
83,312,10242.646838812792,2011-01-03 13:28:39,2491.2369077084427,2,2,0.5496649146080017,3.9719808101654053,0.446829059192454,0.890642398586565,3.972,0.001943826675415039,0.004584100284218018,2.3582865397395767,2.502691687188323
84,313,10272.662233557,2011-01-03 13:29:09,2521.2523024526513,2,2,0.5498448610305786,3.9737627506256104,0.451413195759189,0.890642398586565,3.974,0.0017819404602050781,0.004584136566734953,2.5725531627512286,2.4819736410164346
85,314,10302.677410723938,2011-01-03 13:29:39,2551.26747961959,2,2,0.5498448610305786,3.9755446910858154,0.455997263246154,0.890642398586565,3.976,0.0017819404602050781,0.004584067486965049,2.572514396152991,2.457186681145648
86,315,10332.692677619509,2011-01-03 13:30:09,2581.282746515161,2,2,0.5498448610305786,3.9774885177612305,0.46058144996007,0.890642398586565,3.977,0.001943826675415039,0.004584186713915972,2.3583310034250724,2.429539313376705
87,316,10362.707957733022,2011-01-03 13:30:39,2611.2980266286745,2,2,0.5496649146080017,3.9794323444366455,0.465165533730971,0.890642398586565,3.979,0.001943826675415039,0.004584083770901026,2.3582780444775246,2.400752461751874
88,317,10392.723452712047,2011-01-03 13:31:09,2641.3135216127116,2,2,0.5498448610305786,3.9813764095306396,0.469749682239636,0.890642398586565,3.981,0.0019440650939941406,0.004584148508664954,2.3580221273592654,2.372223298431454
89,318,10422.738529523867,2011-01-03 13:31:39,2671.3285984495974,2,2,0.5498448610305786,3.9833202362060547,0.474333737615129,0.890642398586565,3.983,0.001943826675415039,0.004584055375493001,2.3582634364837234,2.3444889768437913
90,319,10452.753786058618,2011-01-03 13:32:09,2701.3438549542707,2,2,0.5498448610305786,3.985426187515259,0.478917791791236,0.890642398586565,3.985,0.0021059513092041016,0.004584054176107022,2.1767142269967605,2.3172546415881747
91,320,10482.769081480285,2011-01-03 13:32:39,2731.359150375937,2,2,0.5496649146080017,3.987208127975464,0.483501910668071,0.890642398586565,3.987,0.0017819404602050781,0.004584118876835019,2.5725432354274322,2.2899097817836305
92,321,10512.784503176666,2011-01-03 13:33:09,2761.374572092369,2,2,0.5498448610305786,3.989313840866089,0.488085943879407,0.890642398586565,3.989,0.002105712890625,0.004584033211335992,2.176950728537069,2.262137218552753
93,322,10542.79963236904,2011-01-03 13:33:39,2791.3897012646908,2,2,0.5498448610305786,3.991419792175293,0.492669962213349,0.890642398586565,3.991,0.0021059513092041016,0.004584018333942008,2.1766972075315634,2.234239401501712
94,323,10572.815045544185,2011-01-03 13:34:09,2821.405114464897,2,2,0.5498448610305786,3.993525743484497,0.497253975951879,0.890642398586565,3.994,0.0021059513092041016,0.004584013738529957,2.176695025424109,2.206844764222498
95,324,10602.832142044692,2011-01-03 13:34:39,2851.4222109403436,2,2,0.5498448610305786,3.995631694793701,0.501838298278844,0.890642398586565,3.996,0.0021059513092041016,0.004584322326964985,2.1768415570336854,2.180417675880499
96,325,10632.845616001709,2011-01-03 13:35:09,2881.4356849224214,2,2,0.5498448610305786,3.997737407684326,0.5064220239156489,0.890642398586565,3.998,0.002105712890625,0.004583725636804981,2.176804661838052,2.155046491965093
97,326,10662.860746306853,2011-01-03 13:35:39,2911.450815222555,2,2,0.5498448610305786,3.9998433589935303,0.511006034495825,0.890642398586565,4.0,0.0021059513092041016,0.004584010580176101,2.176693525696246,2.1305072567968075
98,327,10692.8761478079,2011-01-03 13:36:09,2941.466216723604,2,2,0.5496649146080017,4.002111434936523,0.515590106147155,0.890642398586565,4.002,0.002268075942993164,0.004584071651329902,2.0211279368716086,2.106641020514603
99,328,10722.891312353384,2011-01-03 13:36:39,2971.4813812740986,2,2,0.5498448610305786,4.004217147827148,0.52017410060579,0.890642398586565,4.004,0.002105712890625,0.004583994458634999,2.1769323249355312,2.0834955651151934
100,329,10752.90658290306,2011-01-03 13:37:09,3001.4966517987136,2,2,0.5498448610305786,4.0064849853515625,0.524758159514653,0.890642398586565,4.006,0.0022678375244140625,0.004584058908863042,2.0213348000083995,2.0612190268633594
101,330,10782.921860374992,2011-01-03 13:37:39,3031.5119292706436,2,2,0.5498448610305786,4.008914947509766,0.529342208894075,0.890642398586565,4.009,0.002429962158203125,0.004584049379422028,1.8864694513645341,2.039818970699806
102,331,10812.937143004778,2011-01-03 13:38:09,3061.527211900429,2,2,0.5500248074531555,4.011020660400391,0.533926295861604,0.890642398586565,4.011,0.002105712890625,0.004584086967528989,2.176976257275216,2.0189654576146525
103,332,10842.95474044378,2011-01-03 13:38:39,3091.5448093394307,2,2,0.5496649146080017,4.013288497924805,0.538510676338471,0.890642398586565,4.013,0.0022678375244140625,0.004584380476867045,2.021476595000563,1.9981120628267497
104,333,10872.967704003728,2011-01-03 13:39:09,3121.55777289938,2,2,0.5498448610305786,4.015718460083008,0.543094343702854,0.890642398586565,4.016,0.002429962158203125,0.004583667364382982,1.886312241081338,1.9767702027253806
105,334,10902.982977691228,2011-01-03 13:39:39,3151.5730465918905,2,2,0.5498448610305786,4.017986297607422,0.547678435340502,0.890642398586565,4.018,0.0022678375244140625,0.004584091637647947,2.021349231723437,1.9548272148914632
106,335,10932.998258175665,2011-01-03 13:40:09,3181.588327071316,2,2,0.5498448610305786,4.020416259765625,0.552262535996414,0.890642398586565,4.02,0.002429962158203125,0.004584100655911971,1.8864905531293372,1.9325367971331842
107,336,10963.01552022878,2011-01-03 13:40:39,3211.6055891695455,2,2,0.5496649146080017,4.022684097290039,0.556846914025945,0.890642398586565,4.023,0.0022678375244140625,0.004584378029531044,2.021475515850944,1.9104099157574272
108,337,10993.02881890394,2011-01-03 13:41:09,3241.618887799593,2,2,0.5496649146080017,4.025276184082031,0.561430642789769,0.890642398586565,4.025,0.0025920867919921875,0.004583728763823958,1.7683546623456476,1.888901314987916
109,338,11023.044104024932,2011-01-03 13:41:39,3271.6341729406367,2,2,0.5496649146080017,4.027867794036865,0.56601472956799,0.890642398586565,4.028,0.0025916099548339844,0.004584086778221086,1.7688181702152543,1.8681512471486865
110,339,11053.059424704552,2011-01-03 13:42:09,3301.6494936002036,2,2,0.5498448610305786,4.030135631561279,0.570598780787046,0.890642398586565,4.03,0.0022678375244140625,0.004584051219055918,2.0213314091979724,1.847896394127139
111,340,11083.0746639061,2011-01-03 13:42:39,3331.664732801752,2,2,0.5496649146080017,4.032565593719482,0.575182910133867,0.890642398586565,4.033,0.002429962158203125,0.004584129346821064,1.8865023602716815,1.8275763475619593
112,341,11113.089920270422,2011-01-03 13:43:09,3361.6799891710875,2,2,0.5498448610305786,4.0354814529418945,0.579767007106083,0.890642398586565,4.035,0.0029158592224121094,0.004584096972215956,1.5721256146323201,1.806544514516891
113,342,11143.10528149108,2011-01-03 13:43:39,3391.6953505120455,2,2,0.5498448610305786,4.037911415100098,0.584351097057031,0.890642398586565,4.038,0.002429962158203125,0.004584089950948056,1.8864861477257884,1.7844219722461492
114,343,11173.120482337035,2011-01-03 13:44:09,3421.7105512326875,2,2,0.5496649146080017,4.040341377258301,0.588935089179521,0.890642398586565,4.04,0.002429962158203125,0.004583992122489944,1.8864458884741033,1.761282626634249
115,344,11203.137695227624,2011-01-03 13:44:40,3451.7277641232763,2,2,0.5496649146080017,4.042932987213135,0.593519483172864,0.890642398586565,4.043,0.0025916099548339844,0.004584393993342983,1.768936712406113,1.7377862667866801
116,345,11233.151044894872,2011-01-03 13:45:10,3481.741113790524,2,2,0.5502047538757324,4.046010971069336,0.598103287244945,0.890642398586565,4.046,0.003077983856201172,0.0045838040720810325,1.4892229089655897,1.714973779356206
117,346,11263.166341940583,2011-01-03 13:45:40,3511.7564108613,2,2,0.5498448610305786,4.048603057861328,0.602687353645936,0.890642398586565,4.049,0.0025920867919921875,0.00458406640099096,1.768484919236754,1.6938433536821322
118,347,11293.18165254008,2011-01-03 13:46:10,3541.771721445757,2,2,0.5498448610305786,4.051356792449951,0.607271406464994,0.890642398586565,4.051,0.002753734588623047,0.004584052819058049,1.6646676255572683,1.6749588344395536
119,348,11323.196895310522,2011-01-03 13:46:40,3571.786964211188,2,2,0.5496649146080017,4.054110527038574,0.611855420659933,0.890642398586565,4.054,0.002753734588623047,0.0045840141949390345,1.6646535994709586,1.6582960504394182
120,349,11353.212269573689,2011-01-03 13:47:10,3601.802338484377,2,2,0.5498448610305786,4.056864261627197,0.616439455130618,0.890642398586565,4.057,0.002753734588623047,0.004584034470685006,1.6646609624703033,1.643354758130405
121,350,11383.227425302195,2011-01-03 13:47:40,3631.8174941978464,2,2,0.5496649146080017,4.059780120849609,0.621023484040342,0.890642398586565,4.06,0.0029158592224121094,0.004584028909723981,1.572102272458784,1.6294014239542425
122,351,11413.24282764033,2011-01-03 13:48:10,3661.832896556032,2,2,0.5500248074531555,4.0626959800720215,0.625607565061214,0.890642398586565,4.063,0.0029158592224121094,0.004584081020871933,1.572120144085628,1.6156314868995603
123,352,11443.258213727964,2011-01-03 13:48:40,3691.848282623615,2,2,0.5498448610305786,4.065288066864014,0.630191634708664,0.890642398586565,4.065,0.0025920867919921875,0.004584069647450062,1.7684861716867535,1.6013479797567538
